Day,Month,Year,Time,Location,Route,Aboard,Passengers Aboard,Crew Aboard,Fatalities,Passenger Fatalities,Crew Fatalities,Ground,Flight #,AC Type,Registration,cn / ln,Summary
28,January,2002,1100,"Near Ipiales, Colombia",Quito -  Tulcán - Cali,92,83,9,92,83,9,0,120,Boeing B-727-134,HC-BLF,19692/498,"The airliner crashed into the fogbound 15,721 ft. Nevado de Cumbal volcano, in the Andes mountains, near the Ecuador / Colombian border. Air traffic control lost contact with the plane as it circled into Colombian territory to maneuver around snow capped mountain peaks and return to the Ecuadorian border city of Tulcán. The pilot's decision to initiate and continue the flight towards Tulcán Airport while below minimum meteorological conditions established in the company's standard operating procedure.  Inadequate navigation and operation of the aircraft by the pilot in command consistent with entering the holding pattern at the Tulcán NDB with a velocity of 230 knots indicated and with a bank angle of 15 degrees, exceeding the maximum limit of 180 knots stipulated throughout the procedure, and using a bank angle inferior to the recommended 25 to 30 degrees, thereby departing holding pattern obstacle protection, leading to a collision against the Cumbal Volcano."
12,February,2002,0750,"Near Khorramabed, Iran",Tehran - Khorramabed,117,108,9,117,108,9,0,956,Tupolev TU-154,EP-MBS,91A-871,Crashed against the side of a mountain in heavy fog in the Sefid Kouh mountain range while on approach to Khorramabad. The plane was totally destroyed and scattered in small pieces across the mountain. Pilot error.
09,March,2002,1340,"Monte Rotondo, Italy","Budapest, Hungary - Tunis, Tunisia",3,1,2,3,1,2,0,2801,Antonov 2TP,LY-AVD,1G137-53,"While en route the cargo plane impacted the side of a mountain at an altitude of 6,167 ft.  Pilot error. The crew did not conform to the VFR that required a track change to maintain the required flight parameters and/or a diversion to a suitable alternate airport."
12,April,2002,0407,"Palma de Mallorca, Spain",Madrid - Palma de Mallorca,2,0,2,2,0,2,0,306,Swearingen SA.227AC Metro III,EC-GKR,AC-620,The cargo plane crashed into lights near the runway threshold while attempting to land on Runway 24L.
15,April,2002,11:23,"Busan, South Korea",Beijing - Busan,166,155,11,128,120,8,0,129,Boeing B-767-200ER,B-2552,23308/127,"The aircraft crashed onto a mountain, in fog, wind and rain while attempting to land at Kimhae Airport. A strong southerly wind required the aircraft to make a turn and approach the runway from the north. The aircraft crashed near the peak of Mt. Mulbong, approximately 3 mile north of the runway. The plane bounced three times before hitting the ground and exploding. More than 1,000 trees were uprooted by the impact. The plane was off course when the crew turned on final. The flight crew performed the circling approach, not being aware of the weather minima of wide-body aircraft (B767-200) for landing, and in the approach briefing, did not include the missed approach, etc., among the items specified in Air China’s operations and training manuals. 
The flight crew exercised poor crew resource management and lost situational awareness during the circling approach to runway 18R, which led them to fly outside of the circling approach area, delaying the base turn, contrary to the captain’s intention to make a timely base turn. The flight crew did not execute a missed approach when they lost sight of the runway during the circling approach to runway 18R, which led them to strike high terrain (mountain) near the airport. When the first officer advised the captain to ascend again for landing, about 5 seconds before impact, the captain did not react, nor did the first officer initiate the missed approach himself."
04,May,2002,1330,"Kano, Nigeria",Abuja - Jos - Kano - Lagos,77,69,8,74,67,7,78,4226,BAC One-Eleven 525FT,5N-ESF,266,"The aircraft crashed into houses, two mosques and a school in the densely populated neighborhood of Gwammaja, approximately  1.2 miles from Kano International Airport, shortly after taking off. There were reports of an engine failure and  fire during the takeoff. Prior to the fatal crash, the aircraft involved in the incident had been grounded on two previous occasions to perform engine maintenance."
07,May,2002,1517,"Near Tunis, Tunisia",Cairo - Tunis,62,56,6,14,11,3,0,843,Boeing B-737-566,SU-GBI,25307/2135,"The jet airliner crashed into a hillside, 4 miles from the Tunis-Carthage airport, as the pilot attempted to make a landing. The plane's landing gear had failed to open during the approach into Tunis-Carthage airport and the pilot had made another circuit before attempting a fresh landing when the plane crashed in heavy rain and high winds. The accident was attributed to the rough weather conditions and the pilot's inability to deal with the situation."
07,May,2002,2132,"Off Dalian, China",Beijing - Dalian,112,103,9,112,103,9,0,6136,McDonnell Douglas MD-82,B-2138,49522/17023,"The MD-82 crashed into the Dalian Bay, 12 miles east of Dalian airport. The pilot reported a fire aboard the aircraft and the cabin lights were out prior to the plane impacting the water.  The accident was caused by an act of sabotage by a passenger who lit a fire  using gasoline in the cabin. He had bought multiple insurance policies before boarding the flight."
25,May,2002,1529,"Off Penghu Island, Taiwan",Taipei - Hong Kong,225,206,19,225,206,19,0,611,Boeing B-747-209B,B-18255,21843/386,"The flight crashed into the sea, 31 miles NE of the Penghu (Pescadore) Islands in the Taiwan Strait. The plane disappeared from radar while flying at 35,000 ft. approximately 20 minutes after taking off from Chiang Kai Shek Airport. There was no distress call and the weather was good at the time. Military radar revealed the aircraft  disintegrated in midair, breaking into four pieces. Only 175 of 225 bodies were recovered. The carrier  failed to conduct a preventive anti-rust operation in a timely manner every four years. Damage from a 1980 tailstrike was not properly repaired and fatigue cracks formed, which eventually led to a structural failure."
01,July,2002,2336,"Uberlingen, Germany",Moscow-Munich-Barcelona / Bahrain/Brussels,71,57,14,71,57,14,0,2937 / 611,Tupolev TU-154M / Boeing B-757-23APF,RA85816/A9C-DHL,1006 / 24635/258,"The airliner and cargo plane collided over southern Germany at 35,400 ft. Debris was spread across a 20 mile radius. Fifty-two children on a beach holiday were among the 69 aboard the Tupolev. The Tupolev pilot received contradictory instructions. The collision avoidance warning system (TCAS) told the pilot to ascend followed by an order from the Swiss air traffic controller to descend one second later. The Russian plane did not immediately respond to the tower's order to descend, so he repeated the command 14 seconds later. Thirty seconds later the two planes collided. The Tupolev's TCAS was telling the pilots to ascend. The Boeing's TCAS was telling the pilots to descend. The Swiss air traffic controller was telling the Tupolev's pilots to descend. The air traffic controller that guided the planes had no way of knowing the Russian pilot was receiving contradictory instruction from his cockpit TCAS unless told so by the pilot. Russian aviation officials said the pilot correctly gave precedence to the control tower, but Western aviation experts said pilots are trained to give precedence to the cockpit warning. In addition, the controller was left alone on duty while his partner went on a break and was preoccupied with another aircraft. This was accepted policy at Skyguide, the Swiss air control company. In addition, maintenance crews, working on the computer system, limited the controller's information he was receiving including conflict alert warnings. Sadly, one-and-a-half years later, the controller, Peter Nielsen, was stabbed to death by a Russian man who had lost his wife and two children in the accident."
16,July,2002,1945,"Off Cromer, Norfork, England",Gas platform Clipper - drilling rig Golbal Sante Fe Monach,11,9,2,11,9,2,0,-,Sikorsky S-76A,G-BJVX,760100,"The helicopter was ferrying workers from a gas rig to a oil platform in the North Sea when it crashed into the water at high speed, 28 miles northeast of Cromer. The helicopter was at a height of 320 ft. flying in a south-easterly heading when one of the rotor blades failed.  The accident was caused by a broken rotor blade, caused by fatigue, brought about by a lightning strike three years earlier."
07,August,2002,2200,"Caguas, Puerto Rico",Roosevelt Roads NS - Borinquen NGB,10,3,7,10,3,7,0,-,Lockheed MC-130H Hercules,90-0161,5265,"The military plane crashed into a mountain top, approximately 10 miles south of San Juan, Puerto Rico, in rough terrain, while performing low-level training exercises. Witnesses reported the aircraft was flying low and hit some trees before crashing into a ravine, bursting into flames and disintegrating. There was rain and fog at the time of the accident."
29,August,2002,1158,"Near Ayan, Russia",Khabarovsk - Ayan,16,14,2,16,14,2,0,HH-359,Antonov AN-28,RA-28932,1A-J008-19,The twin prop plane crashed into a cliff in dense fog as it prepared to land at Ayan. ATC lost contact with the aircraft 12 minutes before it was scheduled to land.  The crew made four attempts to land before disappearing off radar. Crew error.
06,November,2002,1010,"Near Niederanven, Luxembourg","Berlin, Germany - Luxembourg",22,19,3,20,18,2,0,9642/2420,Fokker 50,LX-LGB,20221,"The plane crashed 6 miles short of the runway at Findel Airport while attempting to land in heavy fog.  Crew error caused by aborting a ""go-around"" after being informed by tower of an increase in visibility. A series of non-standard actions resulted in severe loss of airspeed, due to the propeller blades being accidentally switched into reverse position, and subsequent impact short of the runway. Contributing to the accident were errors concerning the implementation of a security recommendation which had been made by the manufacturer to Fokker 50 operators. Also this warning was not adequately communicated to the flight crews of Luxair."
11,November,2002,0609,"Manila, Philippines",Manila - Laoag,34,29,5,19,18,1,0,585,Fokker F27 Friendship 100,RP-C6888,10571,The plane experienced failure of the left engine shortly after taking off from Ninoy Aquino airport. The pilot declared and emergency and the aircraft ditched into Manila Bay and breaking up about one-half mile offshore. Fuel starvation. Failure of the pilot and co-pilot to check the fuel valve and failure to observe safety standards and measures.  Poor management and maintenance procedures.
28,November,2002,1415,"Masai Mara Game Reserve, Kenya",Ol Kiombo - Mombasa,20,18,2,1,0,1,0,-,Let 410UVP-E20,5Y-ONT,871812,The plane crashed after developing engine trouble while flying from one airstrip to another in the Masai Mara National Reserve. The copilot was the only fatality.
17,December,2002,2251,"Rockford, Illinois",Decatur - Rockford,1,0,1,1,0,1,0,1627,Cessna 208B Caravan I Super Cargomaster,N277PM,208B-0143,"While attempting to land, the cargo plane struck trees and crashed into a field. The pilot's failure to maintain control of the airplane during the ILS approach. Factors associated with the accident were the low ceilings, high winds, crosswind, and wind shear conditions that existed."
21,December,2002,0152,"Off Pachao Tao, Taiwan",Taipei - Macau,2,0,2,2,0,2,0,791,Aérospatiale/Aeritalia ATR-72-202,B-22708,322,While en route the stall warning sounded and the stick shaker activated. The crew of the cargo plane disconnected the autopilot and tried to gain control of the plane. The plane began to descend from FL170 until it impacted the ocean.
23,December,2002,1930,"Near Isfanan, Iran","Kharkiv, Ukraine - Trabzon, Turkey - Isfanan, Iran",44,38,6,44,38,6,0,2137,Antonov AN-140,UR-14003,0204,"While descending to land at Isfanan, the Ukrainian passenger plane crashed in a mountainous area  70 km from Isfanan after losing contact with ground controllers. Improper use of the Global Positioning System by the pilot. The passengers were aerospace scientists and executives."
08,January,2003,0853,"Charlotte, North Carolina","Charlotte, NC - Greer, SC",21,19,2,21,19,2,0,5481,Beech BE-1900D,N233YV,UE-233,"The commuter plane was not able to maintain altitude after taking off from Charlotte-Douglas International Airport and crashed into the side of a hanger and burst into flames. The weather was clear, cold and windy, with greater than 10 miles visibility at the time of the accident. The airplane's loss of pitch control during takeoff was the result of incorrect rigging of the elevator control system compounded by the airplane's center of gravity, which was substantially aft of the certified aft limit. Contributing to the cause of the accident was: (1) Air Midwest's lack of oversight of the work being performed at the Huntington, West Virginia, maintenance station, (2) Air Midwest's maintenance procedures and documentation, (3) Air Midwest's weight and balance program at the time of the accident, (4) the Raytheon Aerospace quality assurance inspector's failure to detect the incorrect rigging of the elevator system, (5) the FAA's average weight assumptions in its weight and balance program guidance at the time of the accident and (6) the FAA's lack of oversight of Air Midwest's maintenance program and its weight and balance program."
08,January,2003,2028,"Diyarbakir, Turkey",Istanbul - Ankara - Diyarbakir,80,75,5,75,71,4,0,634,BAe Avro RJ-100,TC-THG,E-3241,"The aircraft crashed and broke-up 130 feet short of the runway threshold while attempting to land in heavy fog.  Visibility was less than 200 feet. The pilots insisted on landing at the MDA of 2,800 ft despite insufficient visual reference to the runway and its environment. Bad weather conditions also contributed to the cause of the accident."
09,January,2003,0843,"Near Chachapoyas, Peru",Chiclayo - Chachapoyas,46,42,4,46,42,4,0,222,Fokker 28 Fellowship 1000,OB-1396,11100,"The aircraft crashed into 11,500 ft. Coloque mountain at an altitude of 7,550 ft., about 30 minutes after leaving Chiclayo and three minutes from landing at Chachapoyas. Controlled flight into terrain. Crew did not follow standard procedures. Lack of communication between the crew."
10,February,2003,1942,"Tallinn, Estonia",Tallinn - Helsinki,3,0,3,2,0,2,0,827,Antonov AN-28,ES-NOY,1AJ006-04,"Shortly after takeoff, the aircraft stalled, crashed and burst into flames in a wooded area. Engine failure."
20,February,2003,0852,"Near Kohat, Pakistan",Islamabad - Kohat,17,9,8,17,9,8,0,-,Fokker F-27 Friendship 200,10254,10254,"The plane crashed into a mountainside in a remote region near the town of Kohat, about 250 kilometers northwest of Islamabad. Among those killed was Air Force chief Mushaf Ali Mir.  Pilot error. Pilot's premature descent below minima which resulted in the aircraft hitting a cloud covered ridge at 3,000 feet above sea level."
01,March,2003,1425,"Near Barki, Russia",Skydiving,25,23,2,11,9,2,0,-,Let L-410UVP,FLARF-01032,831109,"While carrying a group of parachute jumpers, the aircraft began to disintegrate in mid-air while flying at an altitude of about 10,000 ft. The tail and left wing separated from the plane before it crashed into an area of deep snow. Many of the skydivers were able to jump out of the plane to safely before it crashed. Crew error."
06,March,2003,1545,"Tamanrasset, Algeria",Tamanrasset - Algiers,103,97,6,102,96,6,0,6289,Boeing B-737-2T4,7T-VEZ,22700/885,"The starboard engine caught fire and failed while the plane was attempting to take off. The aircraft continued about 2,000 ft. past the end of the runway and crashed. The accident was caused by the loss of an engine during a critical phase of flight, the non-retraction of the landing gear after the engine failure, and the Captain, the pilot not flying, taking over control of the airplane before having clearly identified the problem."
28,March,2003,1549,"New Vienna, Iowa","Aurora, IL - Morris, MN",3,2,1,3,2,1,0,-,Beech A36,N1636W,E-348,"The aircraft, owned by a flying club as a rental airplane, was destroyed following an uncontrolled descent into terrain about 2 miles west of New Vienna, Iowa. The improper planning/decision by the pilot to fly into forecast icing  conditions with an airplane not equipped with a certified deicing system. Also casual to the accident was the continued flight in known icing conditions and the pilot not performing flight to an alternate destination. A contributing factor was the pilot's lack of qualification as an air carrier."
26,May,2003,0445,"Near Macka, Turkey","Kabul, Afghanistan - Trabzon, Turkey - Zaragoza, Spain",75,62,13,75,62,13,0,4230,Yakovlev 42D,UR-42352,2042181195,The plane struck the side of a steep mountain in heavy fog on its third attempt to land at Trabzon to refuel. The pilot reported not being able to see the runway on the first two attempts.  The aircraft charter was carrying Spanish peacekeeping forces back to Zaragoza. Crew error.
06,June,2003,1915,"Christchurch, New Zealand",Palmerston North - Christchurch,10,9,1,8,7,1,0,-,Piper PA-31-350 Navajo Chieftain,ZK-NCA,31-7405203,"The aircraft crashed short of the runway in fog while on approach to Christchurch Airport. The plane crashed two kilometers from the airport, hitting a farm hedge and sliding across a paddock before smashing into a row of trees."
22,June,2003,2355,"Near Brest, France",Nantes - Brest,24,21,3,1,0,1,0,5672,Canadair CRJ-100ER,F-GRJS,7377,"The aircraft crashed onto a road and caught fire 1 km from Brest-Guipavas Airport in France's Brittany region, killing the pilot and injuring three others. There were thunderstorms in the area with 800 meters visibility at the time the accident took place."
08,July,2003,0400,"Port Sudan, Sudan",Port Sudan - Khartoum,117,106,11,117,106,11,0,139,Boeing 737-2J8C,ST-AFK,21169/429,"The plane's crew reported technical difficulties (engine failure) 10 minutes after taking off from Port Sudan Airport. The plane crashed into a hillside, 3 miles from the airport as the crew tried to return and make emergency landing. A three-year-old boy was the only survivor."
19,July,2003,1800,"Mount Kenya, Kenya",Nairobi - Samburu National Park,14,12,2,14,12,2,0,-,Swearingen SA-226T Metro II,ZS-OYI,TC-349,"The plane crashed into the eastern slopes of Mount Kenya at an altitude of 16,355 feet as it attempted to fly around Lenana Peak and land in Samburu National Park. Ten American tourists and 2 pilots were killed when the plane hit the mountain 450 feet below the snow covered peak and disintegrated upon impact. Poor visibility may have been a factor."
24,August,2003,1400,"Cap Haitien, Haiti",Cap Haitien - Port au Paix,21,19,2,21,19,2,0,1301,Let 420UVP-E,HH-TAD,861702,The plane crashed shortly after taking off from Cap Haitien Airport. Witnesses reported seeing smoke coming out of the back of the aircraft. The plane then nose dived into a sugarcane field and exploded.
11,September,2003, 2030,"Near Summer Beaver, Canada",Pickle Lake - Summer Beaver,8,7,1,8,7,1,0,125,Cessna 208B Grand Caravan,C-FKAB,208B-0305,The aircraft crashed ten kilometers northwest of Summer Beaver one hour after leaving Pickle Lake Airport. Thunderstorm activity was reported along the route.
19,September,2003,1710,"Del Rio, Texas",El Paso - Del Rio,2,0,2,1,0,1,0,982,Learjet 25B,N666TW,25-116,"After touching down the aircraft did not brake correctly and overran the runway, crashed into a cemetery and burst into flames. The pilot's misjudged distance and speed during the approach to landing, and his failure to obtain the proper touchdown point resulting in an overrun. A contributing factor was the pilot's failure to abort the landing."
03,October,2003,2125,"Off Waikanae, New Zealand",Christchurch - Palmerston North,2,0,2,2,0,2,0,642,Convair CV-580F,ZK-KFU,017,"While at crusing altitude, one hour after taking off, the aircraft suddenly exploded in midair for unknown reasons."
29,October,2003,0851,"Cody, Wyoming",Casper - Cody,1,0,1,1,0,1,0,8773,Cessna 208B Caravan I Super Cargomaster,N791FE,208-0289,"While on approach after an 18 minute holding pattern the cargo plane crashed in a snowstorm on a highway  before coming to rest in Alkali Lake located short of runway. The pilot's failure to maintain aircraft control. Contributing factors include the pilot's failure to divert to an alternate airport, an inadvertent stall, and the snow and icing conditions."
29,November,2003,0801,"Spokane, Washington",Seattle - Spokane,1,0,1,1,0,1,0,1996,Swearingen SA227AT Merlin IVC,N439AF,AT-439B,"The cargo plane struck trees one mile short of the runway. The pilot-in-command's failure to maintain proper glidepath alignment during an ILS approach in poor weather resulting in collision with trees and terrain. Contributing factors were the unreliable status of the primary (NAV 1) ILS receiver (leaving the pilot with only the secondary (NAV 2) ILS receiver), the low ceilings and trees."
18,December,2003,2200,"Mitu, Colombia",El Yopal - Mitu,3,0,3,3,0,3,0,4246,Douglas DC-9-15F,HK-4246X,47062,"While on approach to , the cargo plane obtained the authorization to descend from 23,000 to 7,000 ft. but  disappeared from radar screen when it struck a mountain. Wreckage was found 5 days later."
25,December,2003,1455,"Cotonou, Benin","Conakry, Guinea - Cotonou, Benin - Beirut, Lebanon",161,151,10,140,132,8,0,141,Boeing B-727-223,3X-GDO,21370/1276,"The B-727 was barely able to climb after taking off from Cotonou Airport. The landing gear struck a building housing electronics, crashed through the barrier fence and broke up along the shoreline adjacent to the airport. The plane was overloaded by 10 tons of cargo which was improperly distributed. The pilot was tried, convicted and sentenced to 20 years in jail by a Lebanese court."
03,January,2004,0444,"Off Sharm el Sheikh, Egypt","Sharm el Sheikh, Egypt - Cairo, Egypt",148,135,13,148,135,13,0,604,Boeing B-737-3Q8,SU-ZCF,26283/2383,"Shortly after taking off,  the aircraft crashed into the Red Sea, 7 miles south of the airport. There were mostly French tourists on board heading home from the holidays. Possibly, the pilot suffered spatial disorientation and the copilot was unwilling to challenge his more experienced superior, however, no decisive cause was ever found."
13,January,2004,1940,"Tashkent, Uzbekistan",Termez - Tashkent,37,32,5,37,32,5,0,1154,Yakovlev YAK-40,UK-87985,9540844,"Crashed while attempting to land in heavy fog. The aircraft struck a stanchion of approach lights and flipped over, hitting the outside of a wall surrounding the landing area. Crew error."
10,February,2004,1140,"Sharjah, United Arab Emirates",Kish Island - Sharjah,46,40,6,43,37,6,0,1770,Fokker F-50,EP-LCA,20273,"The aircraft crashed on approach, 2 miles short of the runway while attempting an emergency landing at Sharjah. The plane crashed midway between two residential compounds. The flight data recorder showed that the two engines went into reverse 10 seconds before the accident."
14,May,2004,1830,"Near Manaus, Brazil",Sao Paulo - Tefe - Manaus,33,30,3,33,30,3,0,4815,Embraer 120ER Brasilia,PT-WRO,120070,"The plane dropped off radar at Manaus' Eduardo Gomes International Airport about 10 miles from the runway after it suspended landing procedures to allow another plane carrying sick people on the way to a hospital to land. The plane crashed in dense jungle, making it difficult for rescue crews to reach the wreckage."
25,May,2004,1356,"Near Lukla, Nepal",Katmandou - Lukla,3,0,3,3,0,3,0,117,de Havilland DHC-6 Twin Otter 300,9N-AFD,651,"While on approach to Lukla, the cargo plane crashed into Lamjura Hill in heavy cloud cover. Hazardous behavior and attitudes of the captain such as over-confidence, being care-free, and non-compliance of the regulations caused the accident."
08,June,2004,0938,"Off Libreville, Gabon",Libreville - Franceville,30,26,4,19,18,1,0,221,BAe HS-748-232 Srs 2A,TR-LFW,1611/82,The aircraft nosedived into the sea about 100 meters off a beach shortly after taking off from Leon Mba international airport. Engine failure forced the plane back towards the airport.
13,August,2004,0050,"Cincinnati, Ohio",Memphis - Cincinnati,2,0,2,1,0,1,0,185,Convair CV-580,N586P,68,"While on approach at night,, the crew reported engine trouble. Shortly after the aircraft crashed on a golf course short of Runway 36R. Fuel starvation resulting from the captain's decision not to follow approved fuel crossfeed procedures. Contributing to the accident were the captain's inadequate preflight planning, his subsequent distraction during the flight, and contributing to the accident was the flightcrew's failure to monitor the fuel gauges and to recognize that the airplane's changing handling characteristics were caused by a fuel imbalance."
24,August,2004,2259,"Near Rostov-on-Don, Russia",Moscow - Sochi,46,38,8,46,38,8,0,1047,Tupolev 154B-2,RA-85556,82A-556,The plane crashed 19 minutes after taking off from Moscow. It crashed almost simultaneously with a Volga-Avia Express Tupolov134 which crashed at 22:56. Detonation of an exposive device aboard.
24,August,2004,2256,"Near Toula, Russia",Moscow - Volograd,41,34,7,41,34,7,0,1303,Tupolev 134A-3,RA-65080,60065,The plane crashed 26 minutes after taking off from Moscow. Witnesses stated they saw the plane explode in midair before crashing. It crashed almost simultaneously with a Sibir Tupolov154 which crashed at 22:59. Detonation of an exposive device aboard.
14,October,2004,0356,"Halifax, Nova Scotia, Canada","Windsor Locks - Halifax - Zaragoza, Spain",7,0,7,7,0,7,0,1602,Boeing 747-244B-SF,9G-MKJ,22170,"The cargo plane did not gain altitude and ran off the end of the runway and crashed into a forest. The aircraft's lower aft fuselage struck a berm supporting a localizer antenna, resulting in the tail separating from the aircraft, rendering the aircraft uncontrollable. The incorrect V speeds and thrust setting were too low to enable the aircraft to take off safely for the actual weight of the aircraft. The pilots of MKA1602 did not carry out the gross error check in accordance with the company's standard operating procedures (SOPs), and the incorrect take-off performance data were not detected. Crew fatigue."
14,October,2004,2215,"Jefferson City, Missouri",Little Rock - Minneapolis,2,0,2,2,0,2,0,3701,Canadair CRJ200LR RegionalJet,N8396A,10161,"On a night repositioning flight, while en route, the stick shaker activated several times before the plane entered a aerodynamic stall. Almost simultaneously both engines stopped. The crew declared an emergency but the plane did not make the airport, crashed and broke up. PC:  The pilots' unprofessional behavior, deviation from standard operating procedures, and poor airmanship, which resulted in an in-flight emergency from which they were unable to recover, in part because of the pilots' inadequate training The pilots' failure to prepare for an emergency landing in a timely manner, including communicating with air traffic controllers immediately after the emergency about the loss of both engines and the availability of landing sites and the pilots' failure to achieve and maintain the target airspeed in the double engine failure checklist, which caused the engine cores to stop rotating and resulted in the core lock engine condition. Contributing to this accident was the engine core lock condition, which prevented at least one engine from being restarted, and the airplane flight manuals that did not communicate to pilots the importance of maintaining a minimum airspeed to keep the engine cores rotating."
19,October,2004,0745,"Near Kirksville, Missouri","St. Louis, MO - Kirkville, MO",15,13,2,13,11,2,0,5966,Bae Jetstream 3201,N875JX,875,"The turboprop crashed 4 miles south of Kirksville while on approach to Kirksville Municipal Airport. The plane clipped tree tops before crashing on its belly into a wooded area. Data show the plane descending then climbing slightly in the last four seconds before impact. The plane lacked a modern terrain warning system which would have been required equipment the next year. The pilots' failure to follow established procedures and properly conduct a nonprecision instrument approach at night in instrument meteorological conditions, including their descent below the minimum descent altitude before required visual cues were available (which continued unmoderated until the airplane struck the trees) and their failure to adhere to the established division of duties between the flying and nonflying pilots. Contributing to the accident were the pilots' failure to make standard callouts and the current Federal Aviation Regulations that allow pilots to descend below the MDA into a region in which safe obstacle clearance is not assured based upon seeing the airport approach lights. The pilots' failure to establish and maintain a professional demeanor during the flight and their fatigue likely contributed to their degraded performance."
18,November,2004,1302,"Caracas, Venezuela",El Vigia - Caracas,21,19,2,3,3,0,0,213,BAe 3101 Jetstream 31,YV-1083C,762,"The aircraft was arriving on runway 09 at Simon Bolivar Airport when it departed the right side of the runway and cashed into the airport fire house. Weather at the time of the accident was poor, with low ceiling and torrential rain."
28,November,2004,0955,"Montrose, Colorado","Montrose, CO - South Bend, IN",6,3,3,3,1,2,0,73,Canadair CL-601-2A12 Challenger,N873G,3009,"While attempting to take off from R31, the aircraft skidded sideways off the runway and went through a perimeter fence, ripping the cockpit from the fuselage and bursting into flames. There was light snow falling with fog and reduced visibility at the time of the accident.  Also, the pilot chose to take off from a 7,500 ft. runway rather than wait for the 10,000 ft. runway to be plowed. The youngest son of NBC sports chairman Dick Ebersol and actress Susan Saint James killed. St. James had just exited the accident vehicle before it took off. The flightcrew's failure to ensure that the airplane's wings were free of ice or snow contamination that accumulated while the airplane was on the ground, which resulted in an attempted takeoff with upper wing contamination that induced the a subsequent stall and collision with the ground. A factor contributing to the accident was the pilots' lack of experience flying during winter weather conditions."
30,November,2004,1814,"Solo, Indonesia","Jakarta, Indonesia - Solo, Indonesia",163,156,7,25,23,2,0,583,McDonnell-Douglas MD-82,PK-LMN,49189/1173,"While attempting to land, the plane overran the runway and crashed through the airport barrier fence, into a rice field, broke in two and  came to rest at a cemetery, 300 meters beyond the runway. Bad weather and a malfunctioning spoiler may have caused the crash."
03,February,2005,1700,"Near Kabul, Afghanistan",Herat - Kabul,104,96,8,104,96,8,0,904,Boeing B-737-200,EX-037,22075/630,"Unable to land at Kabul because of a blizzard, the crew tried to reach Peshawar, Pakistan but crashed into 11,000 ft. Chaperi Mountain near Kabul."
02,May,2005,2214,"Near Stratford, New Zealand",Auckland - Blenheim,2,0,2,2,0,2,0,23,Swearingen SA.227AC Metro III,ZK-POA,AC-551B,"The plane entered a spiral descent and broke up. It found the captain noticed a fuel imbalance and opened the crossfeed. This resulted in the plane being flown at a large sideslip angle while still under autopilot control, by means of the rudder trim mechanism. Forty-seven seconds after the cross flow was opened, there was a  ""bank angle"" warning, followed by a warning chime that was presumably a warning they were straying from their correct altitude. The autopilot disengaging, probably due to a servo reaching its torque limit. This meant that there was no compensation applied for the rudder trim input, and the plane entered a roll and steep descent, disintegrating around FL 199. The investigation found poor visibility at night in low cloud was a factor in preventing the pilots realizing sooner."
02,June,2005,1115,"Khartoom, Sudan",Kartoom - El Obeid - El Fasher,42,36,6,7,6,1,0,430,Antonov AN-24B,ST-WAL,6991004,The plane crashed during takeoff after a fire erupted in the No. 1 engine. The crew aborted the takeoff but crashed at the end of the runway.
02,August,2005,1604,"Toronto, Canada","Paris, France - Toronto Canada",309,297,12,0,0,0,0,358,Airbus A-340,F-GLZQ,289,"The plane landed almost half-way down Runway 24, overran the runway, broke in two and caught fire. There was severe thunderstorms at the time of the landing with rain, lightning and hail. All 309 aboard escaped. There were 43 injuries. The pilot landed the plane too far down the rain-slick runway making it virtually impossible to stop the plane before it ran off the runway. In addition, the reverse thrust was not employed until 17 seconds after the wheels touched down."
06,August,2005,1540,"Off Palermo, Italy","Bari, Italy - Djerba, Tunisia",39,35,4,16,14,2,0,1153,ATR-72-202,TS-LBB,258,"The aircraft developed engine trouble while en route from Bari Italy to Djerba, Tunisia The crew contacted Palermo ATC for an emergency landing but ditched into the sea approximately 19 miles north of Palermo. The pilot reported that both engines had failed. Fuel starvation. The maintenance crew incorrectly installed a fuel gauge for a ATR-42 on the ATR-72. Both instruments look very similar. A contributing factor was the failure of the crew to carry out proper emergency procedures once the plane ran out of fuel. In March 2009, an Italian court sentenced the pilot, to 10 years of jail for manslaughter. Prosecutors said that after the plane's engines stopped functioning, Garbi failed to follow emergency procedures, and that he could possibly have reached runway 25 of Palermo ""Punta Raisi"" Airport, or even the standard runway 20. Witnesses say he succumbed to panic and began praying out loud, rather than attempting to maneuver the plane to the nearest airport."
